x,y
3.000000000000000000e+02,8.000000000000000000e+02
3.040000000000000000e+02,8.380000000000000000e+02
3.080000000000000000e+02,8.410000000000000000e+02
3.120000000000000000e+02,8.410000000000000000e+02
3.160000000000000000e+02,8.400000000000000000e+02
3.200000000000000000e+02,8.370000000000000000e+02
3.240000000000000000e+02,8.270000000000000000e+02
3.280000000000000000e+02,8.240000000000000000e+02
3.320000000000000000e+02,8.210000000000000000e+02
3.360000000000000000e+02,8.190000000000000000e+02
3.400000000000000000e+02,8.120000000000000000e+02
3.440000000000000000e+02,8.040000000000000000e+02
3.480000000000000000e+02,7.970000000000000000e+02
3.520000000000000000e+02,7.890000000000000000e+02
3.560000000000000000e+02,7.820000000000000000e+02
3.600000000000000000e+02,7.650000000000000000e+02
3.640000000000000000e+02,7.630000000000000000e+02
3.680000000000000000e+02,7.650000000000000000e+02
3.720000000000000000e+02,7.660000000000000000e+02
3.760000000000000000e+02,7.660000000000000000e+02
3.800000000000000000e+02,7.620000000000000000e+02
3.840000000000000000e+02,7.560000000000000000e+02
3.880000000000000000e+02,7.390000000000000000e+02
3.920000000000000000e+02,7.260000000000000000e+02
3.960000000000000000e+02,7.140000000000000000e+02
4.000000000000000000e+02,6.970000000000000000e+02
4.040000000000000000e+02,6.950000000000000000e+02
4.080000000000000000e+02,6.950000000000000000e+02
4.120000000000000000e+02,6.940000000000000000e+02
4.160000000000000000e+02,6.900000000000000000e+02
4.200000000000000000e+02,6.400000000000000000e+02
4.240000000000000000e+02,6.330000000000000000e+02
4.280000000000000000e+02,6.260000000000000000e+02
4.320000000000000000e+02,6.200000000000000000e+02
4.360000000000000000e+02,6.140000000000000000e+02
4.400000000000000000e+02,5.160000000000000000e+02
4.440000000000000000e+02,5.070000000000000000e+02
4.480000000000000000e+02,4.990000000000000000e+02
4.520000000000000000e+02,6.470000000000000000e+02
4.560000000000000000e+02,6.480000000000000000e+02
4.600000000000000000e+02,6.500000000000000000e+02
4.640000000000000000e+02,6.510000000000000000e+02
4.680000000000000000e+02,6.510000000000000000e+02
4.720000000000000000e+02,6.510000000000000000e+02
4.760000000000000000e+02,6.510000000000000000e+02
4.800000000000000000e+02,6.510000000000000000e+02
4.840000000000000000e+02,8.370000000000000000e+02
4.880000000000000000e+02,8.400000000000000000e+02
4.920000000000000000e+02,8.710000000000000000e+02
4.960000000000000000e+02,9.060000000000000000e+02
5.000000000000000000e+02,9.300000000000000000e+02
5.040000000000000000e+02,1.116000000000000000e+03
5.080000000000000000e+02,1.118000000000000000e+03
5.120000000000000000e+02,1.119000000000000000e+03
5.160000000000000000e+02,1.119000000000000000e+03
5.200000000000000000e+02,1.119000000000000000e+03
5.240000000000000000e+02,1.119000000000000000e+03
5.280000000000000000e+02,1.119000000000000000e+03
5.320000000000000000e+02,1.119000000000000000e+03
5.360000000000000000e+02,1.119000000000000000e+03
5.400000000000000000e+02,1.119000000000000000e+03
5.440000000000000000e+02,1.119000000000000000e+03
5.480000000000000000e+02,1.119000000000000000e+03
5.520000000000000000e+02,1.118000000000000000e+03
5.560000000000000000e+02,1.118000000000000000e+03
5.600000000000000000e+02,1.118000000000000000e+03
5.640000000000000000e+02,1.118000000000000000e+03
5.680000000000000000e+02,1.118000000000000000e+03
5.720000000000000000e+02,1.090000000000000000e+03
