x,y
5.860000000000000000e+02,8.230000000000000000e+02
5.870000000000000000e+02,8.140000000000000000e+02
5.880000000000000000e+02,8.070000000000000000e+02
5.890000000000000000e+02,7.990000000000000000e+02
5.900000000000000000e+02,7.910000000000000000e+02
5.910000000000000000e+02,7.840000000000000000e+02
5.920000000000000000e+02,7.730000000000000000e+02
5.930000000000000000e+02,7.630000000000000000e+02
5.940000000000000000e+02,7.540000000000000000e+02
5.950000000000000000e+02,7.430000000000000000e+02
5.960000000000000000e+02,7.360000000000000000e+02
5.970000000000000000e+02,7.260000000000000000e+02
5.980000000000000000e+02,7.170000000000000000e+02
5.990000000000000000e+02,7.110000000000000000e+02
6.000000000000000000e+02,7.030000000000000000e+02
6.010000000000000000e+02,6.970000000000000000e+02
6.020000000000000000e+02,6.900000000000000000e+02
6.030000000000000000e+02,6.830000000000000000e+02
