x_left,x_right,a,b,c,d
6.910000000000000000e+02,6.920000000000000000e+02,1.104000000000000000e+03,6.441398288352260249e-01,0.000000000000000000e+00,3.558601711647739751e-01
6.920000000000000000e+02,6.930000000000000000e+02,1.105000000000000000e+03,1.711720342329547950e+00,1.067580513494321925e+00,-7.793008558238699868e-01
6.930000000000000000e+02,6.940000000000000000e+02,1.107000000000000000e+03,1.508978801846582174e+00,-1.270322053977287924e+00,7.613432521307057499e-01
6.940000000000000000e+02,6.950000000000000000e+02,1.108000000000000000e+03,1.252364450284123798e+00,1.013707702414829326e+00,-2.660721526989529573e-01
6.950000000000000000e+02,6.960000000000000000e+02,1.110000000000000000e+03,2.481563397016923300e+00,2.154912443179705095e-01,3.029453586651060237e-01
6.960000000000000000e+02,6.970000000000000000e+02,1.113000000000000000e+03,3.821381961648182557e+00,1.124327320313288636e+00,-9.457092819614713042e-01
6.970000000000000000e+02,6.980000000000000000e+02,1.117000000000000000e+03,3.232908756390346472e+00,-1.712800525571124943e+00,4.798917691807784713e-01
6.980000000000000000e+02,6.990000000000000000e+02,1.119000000000000000e+03,1.246983012790431999e+00,-2.731252180287894737e-01,2.614220523835746393e-02
6.990000000000000000e+02,7.000000000000000000e+02,1.120000000000000000e+03,7.791591924479254194e-01,-1.946986023137170785e-01,4.155394098657916313e-01
7.000000000000000000e+02,7.010000000000000000e+02,1.121000000000000000e+03,1.636380217417866323e+00,1.051919627283657732e+00,-6.882998447015240551e-01
7.010000000000000000e+02,7.020000000000000000e+02,1.123000000000000000e+03,1.675319937880609622e+00,-1.012979906820914433e+00,3.376599689403048110e-01
