x_left,x_right,a,b,c,d
3.150000000000000000e+02,3.160000000000000000e+02,7.270000000000000000e+02,1.927697682813217739e+00,0.000000000000000000e+00,7.230231718678226116e-02
3.160000000000000000e+02,3.170000000000000000e+02,7.290000000000000000e+02,2.144604634373564522e+00,2.169069515603467835e-01,-3.615115859339113058e-01
3.170000000000000000e+02,3.180000000000000000e+02,7.310000000000000000e+02,1.493883779692524172e+00,-8.676278062413871339e-01,3.737440265488630176e-01
3.180000000000000000e+02,3.190000000000000000e+02,7.320000000000000000e+02,8.798602468563389012e-01,2.536042734052019187e-01,-1.334645202615408477e-01
3.190000000000000000e+02,3.200000000000000000e+02,7.330000000000000000e+02,9.866752328821202234e-01,-1.467892873794205688e-01,1.601140544973003177e-01
3.200000000000000000e+02,3.210000000000000000e+02,7.340000000000000000e+02,1.173438821615179872e+00,3.335528761124803565e-01,-5.069916977276603953e-01
3.210000000000000000e+02,3.220000000000000000e+02,7.350000000000000000e+02,3.195694806571596214e-01,-1.187422217070500663e+00,8.678527364133410416e-01
3.220000000000000000e+02,3.230000000000000000e+02,7.350000000000000000e+02,5.482832557561811981e-01,1.416135992169522462e+00,-9.644192479257037709e-01
3.230000000000000000e+02,3.240000000000000000e+02,7.360000000000000000e+02,4.872974963181148644e-01,-1.477121751607588740e+00,9.898242552894739310e-01
3.240000000000000000e+02,3.250000000000000000e+02,7.360000000000000000e+02,5.025267589713591221e-01,1.492351014260832942e+00,-9.948777732321921752e-01
3.250000000000000000e+02,3.260000000000000000e+02,7.370000000000000000e+02,5.025954677964484807e-01,-1.492282305435743472e+00,9.896868376392949918e-01
3.260000000000000000e+02,3.270000000000000000e+02,7.370000000000000000e+02,4.870913698428464000e-01,1.476778207482141614e+00,-9.638695773249880139e-01
3.270000000000000000e+02,3.280000000000000000e+02,7.380000000000000000e+02,5.490390528321653640e-01,-1.414830524492822539e+00,8.657914716606572858e-01
3.280000000000000000e+02,3.290000000000000000e+02,7.380000000000000000e+02,3.167524188284916997e-01,1.182543890489148986e+00,-4.992963093176407408e-01
3.290000000000000000e+02,3.300000000000000000e+02,7.390000000000000000e+02,1.183951271853867615e+00,-3.153450374637730702e-01,1.313937656099054552e-01
3.300000000000000000e+02,3.310000000000000000e+02,7.400000000000000000e+02,9.474424937560378401e-01,7.883625936594326755e-02,-2.627875312198109034e-02
