x_left,x_right,a,b,c,d
3.150000000000000000e+02,3.160000000000000000e+02,7.220000000000000000e+02,-6.672955757093625984e-01,0.000000000000000000e+00,-3.327044242906374572e-01
3.160000000000000000e+02,3.170000000000000000e+02,7.210000000000000000e+02,-1.665408848581275025e+00,-9.981132728719124270e-01,6.635221214531874523e-01
3.170000000000000000e+02,3.180000000000000000e+02,7.190000000000000000e+02,-1.671069029965537744e+00,9.924530914876498189e-01,-3.213840615221121300e-01
3.180000000000000000e+02,3.190000000000000000e+02,7.180000000000000000e+02,-6.503150315565744410e-01,2.830090692131347757e-02,-3.779858753647389880e-01
3.190000000000000000e+02,3.200000000000000000e+02,7.170000000000000000e+02,-1.727670843808164491e+00,-1.105656719172903646e+00,8.333275629810682483e-01
3.200000000000000000e+02,3.210000000000000000e+02,7.150000000000000000e+02,-1.439001593210767149e+00,1.394325969770300988e+00,-9.553243765595338388e-01
3.210000000000000000e+02,3.220000000000000000e+02,7.140000000000000000e+02,-1.516322783348766690e+00,-1.471647159908300528e+00,9.879699432570672180e-01
3.220000000000000000e+02,3.230000000000000000e+02,7.120000000000000000e+02,-1.495707273394166315e+00,1.492262669862901125e+00,-9.965553964687346999e-01
3.230000000000000000e+02,3.240000000000000000e+02,7.110000000000000000e+02,-1.500848123074568496e+00,-1.497403519543303307e+00,9.982516426178719149e-01
3.240000000000000000e+02,3.250000000000000000e+02,7.090000000000000000e+02,-1.500900234307559478e+00,1.497351408310312326e+00,-9.964511740027527376e-01
3.250000000000000000e+02,3.260000000000000000e+02,7.080000000000000000e+02,-1.495550939695193371e+00,-1.492002113697946220e+00,9.875530533931397015e-01
3.260000000000000000e+02,3.270000000000000000e+02,7.060000000000000000e+02,-1.516896006911666817e+00,1.470657046481472774e+00,-9.537610395698060684e-01
3.270000000000000000e+02,3.280000000000000000e+02,7.050000000000000000e+02,-1.436865032658139363e+00,-1.390626072227945320e+00,8.274911048860845719e-01
3.280000000000000000e+02,3.290000000000000000e+02,7.030000000000000000e+02,-1.735643862455776176e+00,1.091847242430308285e+00,-3.562033799745321638e-01
3.290000000000000000e+02,3.300000000000000000e+02,7.020000000000000000e+02,-6.205595175187561541e-01,2.323710250671175495e-02,-4.026775849879556390e-01
3.300000000000000000e+02,3.310000000000000000e+02,7.010000000000000000e+02,-1.782118067469199207e+00,-1.184795652457155235e+00,9.669137199263544424e-01
3.310000000000000000e+02,3.320000000000000000e+02,6.990000000000000000e+02,-1.250968212604446572e+00,1.715945507321908092e+00,-1.464977294717461520e+00
3.320000000000000000e+02,3.330000000000000000e+02,6.980000000000000000e+02,-2.214009082113015836e+00,-2.678986376830476690e+00,8.929954589434921930e-01
