x_left,x_right,a,b,c,d
8.190000000000000000e+02,8.200000000000000000e+02,4.230000000000000000e+02,1.076175753794403223e+00,0.000000000000000000e+00,-7.617575379440313932e-02
8.200000000000000000e+02,8.210000000000000000e+02,4.240000000000000000e+02,8.476484924111937769e-01,-2.285272613832094180e-01,3.808787689720156688e-01
8.210000000000000000e+02,8.220000000000000000e+02,4.250000000000000000e+02,1.533230276560821892e+00,9.141090455328376718e-01,-4.473393220936596748e-01
8.220000000000000000e+02,8.230000000000000000e+02,4.270000000000000000e+02,2.019430401345518433e+00,-4.279089207481412971e-01,4.084785194026228639e-01
8.230000000000000000e+02,8.240000000000000000e+02,4.290000000000000000e+02,2.389048118057104375e+00,7.975266374597274055e-01,-1.865747555168318916e-01
8.240000000000000000e+02,8.250000000000000000e+02,4.320000000000000000e+02,3.424377126426063622e+00,2.378023709092317306e-01,-6.621794973352953528e-01
8.250000000000000000e+02,8.260000000000000000e+02,4.350000000000000000e+02,1.913443376238641136e+00,-1.748736121096654328e+00,8.352927448580133030e-01
8.260000000000000000e+02,8.270000000000000000e+02,4.360000000000000000e+02,9.218493686193721670e-01,7.571421134773854700e-01,-6.789914820967576370e-01
8.270000000000000000e+02,8.280000000000000000e+02,4.370000000000000000e+02,3.991591492838701405e-01,-1.279832332812887552e+00,8.806731835290174670e-01
8.280000000000000000e+02,8.290000000000000000e+02,4.370000000000000000e+02,4.815140342451477151e-01,1.362187217774164738e+00,-8.437012520193123422e-01
8.290000000000000000e+02,8.300000000000000000e+02,4.380000000000000000e+02,6.747847137355398317e-01,-1.168916538283772510e+00,4.941318245482326232e-01
8.300000000000000000e+02,8.310000000000000000e+02,4.380000000000000000e+02,-1.806528891873073472e-01,3.134789353609253038e-01,-1.328260461736179565e-01
8.310000000000000000e+02,8.320000000000000000e+02,4.380000000000000000e+02,4.782684301368934215e-02,-8.499920315992860742e-02,3.717236014623926527e-02
8.320000000000000000e+02,8.330000000000000000e+02,4.380000000000000000e+02,-1.065448286745008209e-02,2.651787727878917797e-02,-1.586339441133909414e-02
8.330000000000000000e+02,8.340000000000000000e+02,4.380000000000000000e+02,-5.208911543889013784e-03,-2.107230595522810793e-02,2.628121749911712171e-02
8.340000000000000000e+02,8.350000000000000000e+02,4.380000000000000000e+02,3.149012904300612509e-02,5.777134654212325721e-02,-8.926147558512938229e-02
8.350000000000000000e+02,8.360000000000000000e+02,4.380000000000000000e+02,-1.207516046281354866e-01,-2.100130802132648966e-01,3.307646848414003693e-01
8.360000000000000000e+02,8.370000000000000000e+02,4.380000000000000000e+02,4.515162894695358142e-01,7.822809743109362390e-01,-2.337972637804720810e-01
8.370000000000000000e+02,8.380000000000000000e+02,4.390000000000000000e+02,1.314686446749991910e+00,8.088918296951994047e-02,-3.955756297195119342e-01
8.380000000000000000e+02,8.390000000000000000e+02,4.400000000000000000e+02,2.897379235304959333e-01,-1.105837706189015890e+00,8.160997826585200121e-01
8.390000000000000000e+02,8.400000000000000000e+02,4.400000000000000000e+02,5.263618591280241343e-01,1.342461641786544035e+00,-8.688235009145680587e-01
8.400000000000000000e+02,8.410000000000000000e+02,4.410000000000000000e+02,6.048146399574081400e-01,-1.264008860957160474e+00,6.591942209997523339e-01
8.410000000000000000e+02,8.420000000000000000e+02,4.410000000000000000e+02,5.437958104234427020e-02,7.135738020420965277e-01,-7.679533830844408326e-01
8.420000000000000000e+02,8.430000000000000000e+02,4.410000000000000000e+02,-8.223329641267849155e-01,-1.590286347211225859e+00,3.412619311338010775e+00
8.430000000000000000e+02,8.440000000000000000e+02,4.420000000000000000e+02,6.234952275464795690e+00,8.647571586802806465e+00,-2.882523862267602155e+00
