x,y
4.040000000000000000e+02,3.620000000000000000e+02
4.040240480961923595e+02,3.620100200400801214e+02
4.040480961923847758e+02,3.620200400801603564e+02
4.040721442885771353e+02,3.620300601202404778e+02
4.040961923847695516e+02,3.620400801603205991e+02
4.041202404809619111e+02,3.620501002004007773e+02
4.041442885771543274e+02,3.620601202404809555e+02
4.041683366733466869e+02,3.620701402805611337e+02
4.041923847695391032e+02,3.620801603206413120e+02
4.042164328657314627e+02,3.620901803607214333e+02
4.042404809619238222e+02,3.621002004008016115e+02
4.042645290581162385e+02,3.621102204408817329e+02
4.042885771543085980e+02,3.621202404809619111e+02
4.043126252505010143e+02,3.621302605210420893e+02
4.043366733466933738e+02,3.621402805611222675e+02
4.043607214428857901e+02,3.621503006012024457e+02
4.043847695390781496e+02,3.621603206412825671e+02
4.044088176352705659e+02,3.621703406813627453e+02
4.044328657314629254e+02,3.621803607214428666e+02
4.044569138276552849e+02,3.621903807615229880e+02
4.044809619238477012e+02,3.622004008016032230e+02
4.045050100200400607e+02,3.622104208416833444e+02
4.045290581162324770e+02,3.622204408817635795e+02
4.045531062124248365e+02,3.622304609218437008e+02
4.045771543086172528e+02,3.622404809619238222e+02
4.046012024048096123e+02,3.622505010020040004e+02
4.046252505010020286e+02,3.622605210420841786e+02
4.046492985971943881e+02,3.622705410821643000e+02
4.046733466933867476e+02,3.622805611222444782e+02
4.046973947895791639e+02,3.622905811623246564e+02
4.047214428857715234e+02,3.623006012024048346e+02
4.047454909819639397e+02,3.623106212424849559e+02
4.047695390781562992e+02,3.623206412825651341e+02
4.047935871743487155e+02,3.623306613226453123e+02
4.048176352705410750e+02,3.623406813627254337e+02
4.048416833667334913e+02,3.623507014028056119e+02
4.048657314629258508e+02,3.623607214428857901e+02
4.048897795591182103e+02,3.623707414829659683e+02
4.049138276553106266e+02,3.623807615230460897e+02
4.049378757515029861e+02,3.623907815631262110e+02
4.049619238476954024e+02,3.624008016032064461e+02
4.049859719438877619e+02,3.624108216432865675e+02
4.050100200400801782e+02,3.624208416833667457e+02
4.050340681362725377e+02,3.624308617234469239e+02
4.050581162324649540e+02,3.624408817635270452e+02
4.050821643286573135e+02,3.624509018036071666e+02
4.051062124248496730e+02,3.624609218436873448e+02
4.051302605210420893e+02,3.624709418837675230e+02
4.051543086172344488e+02,3.624809619238477012e+02
4.051783567134268651e+02,3.624909819639278794e+02
4.052024048096192246e+02,3.625010020040080008e+02
