x_left,x_right,a,b,c,d
4.500000000000000000e+02,4.510000000000000000e+02,4.750000000000000000e+02,-5.367416794932185375e+00,0.000000000000000000e+00,3.674167949321850979e-01
4.510000000000000000e+02,4.520000000000000000e+02,4.700000000000000000e+02,-4.265166410135630137e+00,1.102250384796555238e+00,1.629160253390745938e-01
4.520000000000000000e+02,4.530000000000000000e+02,4.670000000000000000e+02,-1.571917564525295408e+00,1.590998460813779047e+00,-1.019080896288483418e+00
4.530000000000000000e+02,4.540000000000000000e+02,4.660000000000000000e+02,-1.447163331763188010e+00,-1.466244228051671650e+00,9.134075598148596598e-01
4.540000000000000000e+02,4.550000000000000000e+02,4.640000000000000000e+02,-1.639429108421952108e+00,1.273978451392907330e+00,-6.345493429709551103e-01
4.550000000000000000e+02,4.560000000000000000e+02,4.630000000000000000e+02,-9.951202345490027801e-01,-6.296695775199578904e-01,6.247898120689606705e-01
4.560000000000000000e+02,4.570000000000000000e+02,4.620000000000000000e+02,-3.800899533820366050e-01,1.244699858686924010e+00,-8.646099053048873495e-01
4.570000000000000000e+02,4.580000000000000000e+02,4.620000000000000000e+02,-4.845199519228505780e-01,-1.349129857227738150e+00,8.336498091505887276e-01
4.580000000000000000e+02,4.590000000000000000e+02,4.610000000000000000e+02,-6.818302389265605834e-01,1.151819570224028144e+00,-4.699893312974674497e-01
4.590000000000000000e+02,4.600000000000000000e+02,4.610000000000000000e+02,2.118409076290931614e-01,-2.581484236683742051e-01,4.630751603928102283e-02
4.600000000000000000e+02,4.610000000000000000e+02,4.610000000000000000e+02,-1.655333915898121455e-01,-1.192258755505311296e-01,2.847592671403432751e-01
4.610000000000000000e+02,4.620000000000000000e+02,4.610000000000000000e+02,4.502926587301555039e-01,7.350519258704987235e-01,-1.185344584600654283e+00
4.620000000000000000e+02,4.630000000000000000e+02,4.610000000000000000e+02,-1.635637243330809953e+00,-2.820981827931464014e+00,1.456619071262273968e+00
4.630000000000000000e+02,4.640000000000000000e+02,4.580000000000000000e+02,-2.907743685406916523e+00,1.548875385855357667e+00,-6.411317004484412552e-01
4.640000000000000000e+02,4.650000000000000000e+02,4.560000000000000000e+02,-1.733388015041525065e+00,-3.745197154899662650e-01,1.079077305314912194e-01
4.650000000000000000e+02,4.660000000000000000e+02,4.540000000000000000e+02,-2.158704254426983660e+00,-5.079652389549261376e-02,2.095007783224764608e-01
4.660000000000000000e+02,4.670000000000000000e+02,4.520000000000000000e+02,-1.631794967250539852e+00,5.777058110719367479e-01,-9.459108438213968961e-01
4.670000000000000000e+02,4.680000000000000000e+02,4.500000000000000000e+02,-3.314115876570857377e+00,-2.260026720392254163e+00,1.574142596963111762e+00
4.680000000000000000e+02,4.690000000000000000e+02,4.460000000000000000e+02,-3.111741526466031083e+00,2.462401070497080902e+00,-1.350659544031049819e+00
4.690000000000000000e+02,4.700000000000000000e+02,4.440000000000000000e+02,-2.238918017565018737e+00,-1.589577561596068778e+00,8.284955791610876252e-01
4.700000000000000000e+02,4.710000000000000000e+02,4.410000000000000000e+02,-2.932586403273893971e+00,8.959091758871938760e-01,-9.633227726133001267e-01
