x,y
5.850000000000000000e+02,1.026000000000000000e+03
5.850060120240481183e+02,1.026028056112224476e+03
5.850120240480962366e+02,1.026056112224448952e+03
5.850180360721442412e+02,1.026084168336673429e+03
5.850240480961924732e+02,1.026112224448897905e+03
5.850300601202404778e+02,1.026140280561122154e+03
5.850360721442885961e+02,1.026168336673346630e+03
5.850420841683366007e+02,1.026196392785571106e+03
5.850480961923848326e+02,1.026224448897795583e+03
5.850541082164328373e+02,1.026252505010020059e+03
5.850601202404809555e+02,1.026280561122244535e+03
5.850661322645290738e+02,1.026308617234469011e+03
5.850721442885771921e+02,1.026336673346693487e+03
5.850781563126251967e+02,1.026364729458917736e+03
5.850841683366733150e+02,1.026392785571142213e+03
5.850901803607214333e+02,1.026420841683366689e+03
5.850961923847695516e+02,1.026448897795591165e+03
5.851022044088176699e+02,1.026476953907815641e+03
5.851082164328656745e+02,1.026505010020040118e+03
5.851142284569139065e+02,1.026533066132264594e+03
5.851202404809619111e+02,1.026561122244489070e+03
5.851262525050100294e+02,1.026589178356713319e+03
5.851322645290580340e+02,1.026617234468937795e+03
5.851382765531062660e+02,1.026645290581162271e+03
5.851442885771542706e+02,1.026673346693386748e+03
5.851503006012023889e+02,1.026701402805611224e+03
5.851563126252505072e+02,1.026729458917835700e+03
5.851623246492986254e+02,1.026757515030060176e+03
5.851683366733467437e+02,1.026785571142284653e+03
5.851743486973947483e+02,1.026813627254509129e+03
5.851803607214428666e+02,1.026841683366733378e+03
5.851863727454909849e+02,1.026869739478957854e+03
5.851923847695391032e+02,1.026897795591182330e+03
5.851983967935872215e+02,1.026925851703406806e+03
5.852044088176352261e+02,1.026953907815631283e+03
5.852104208416833444e+02,1.026981963927855759e+03
5.852164328657314627e+02,1.027010020040080235e+03
5.852224448897795810e+02,1.027038076152304711e+03
5.852284569138275856e+02,1.027066132264528960e+03
5.852344689378757039e+02,1.027094188376753436e+03
5.852404809619238222e+02,1.027122244488977913e+03
5.852464929859719405e+02,1.027150300601202389e+03
5.852525050100200588e+02,1.027178356713426865e+03
5.852585170340681771e+02,1.027206412825651341e+03
5.852645290581162953e+02,1.027234468937875818e+03
5.852705410821643000e+02,1.027262525050100294e+03
5.852765531062124182e+02,1.027290581162324543e+03
5.852825651302605365e+02,1.027318637274549019e+03
5.852885771543086548e+02,1.027346693386773495e+03
5.852945891783566594e+02,1.027374749498997971e+03
5.853006012024047777e+02,1.027402805611222448e+03
5.853066132264528960e+02,1.027430861723446924e+03
5.853126252505010143e+02,1.027458917835671400e+03
5.853186372745491326e+02,1.027486973947895876e+03
5.853246492985972509e+02,1.027515030060120353e+03
5.853306613226452555e+02,1.027543086172344601e+03
5.853366733466933738e+02,1.027571142284569078e+03
5.853426853707414921e+02,1.027599198396793554e+03
5.853486973947896104e+02,1.027627254509018030e+03
5.853547094188377287e+02,1.027655310621242506e+03
5.853607214428857333e+02,1.027683366733466983e+03
5.853667334669338516e+02,1.027711422845691459e+03
5.853727454909819699e+02,1.027739478957915935e+03
5.853787575150300881e+02,1.027767535070140184e+03
5.853847695390780927e+02,1.027795591182364660e+03
5.853907815631262110e+02,1.027823647294589136e+03
5.853967935871743293e+02,1.027851703406813613e+03
5.854028056112224476e+02,1.027879759519038089e+03
5.854088176352705659e+02,1.027907815631262565e+03
5.854148296593186842e+02,1.027935871743487041e+03
5.854208416833668025e+02,1.027963927855711518e+03
5.854268537074148071e+02,1.027991983967935766e+03
5.854328657314629254e+02,1.028020040080160243e+03
5.854388777555110437e+02,1.028048096192384719e+03
5.854448897795591620e+02,1.028076152304609195e+03
5.854509018036071666e+02,1.028104208416833671e+03
