x_left,x_right,a,b,c,d
3.450000000000000000e+02,3.460000000000000000e+02,6.510000000000000000e+02,-3.001121576426010851e+00,0.000000000000000000e+00,1.121576426010916861e-03
3.460000000000000000e+02,3.470000000000000000e+02,6.480000000000000000e+02,-2.997756847147978299e+00,3.364729278032750365e-03,-5.607882130054584087e-03
3.470000000000000000e+02,3.480000000000000000e+02,6.450000000000000000e+02,-3.007851034982076399e+00,-1.345891711213100146e-02,2.130995209420741623e-02
3.480000000000000000e+02,3.490000000000000000e+02,6.420000000000000000e+02,-2.970839012923716105e+00,5.047093917049125245e-02,-7.963192624677509213e-02
3.490000000000000000e+02,3.500000000000000000e+02,6.390000000000000000e+02,-3.108792913323058738e+00,-1.884248395698340239e-01,2.972177528928929280e-01
3.500000000000000000e+02,3.510000000000000000e+02,6.360000000000000000e+02,-2.593989333784048057e+00,7.032284191088448155e-01,-1.092390853247967447e-01
3.510000000000000000e+02,3.520000000000000000e+02,6.340000000000000000e+02,-1.515249751540748591e+00,3.755111631344545953e-01,-8.602614115937060602e-01
3.520000000000000000e+02,3.530000000000000000e+02,6.320000000000000000e+02,-3.345011660052957136e+00,-2.205273071646663308e+00,1.550284731699620222e+00
3.530000000000000000e+02,3.540000000000000000e+02,6.280000000000000000e+02,-3.104703608247422864e+00,2.445581123452197581e+00,-1.340877515204774717e+00
3.540000000000000000e+02,3.550000000000000000e+02,6.260000000000000000e+02,-2.236173906957352298e+00,-1.577051422162126793e+00,8.132253291194789790e-01
3.550000000000000000e+02,3.560000000000000000e+02,6.230000000000000000e+02,-2.950600763923168834e+00,8.626245651963101446e-01,-9.120238012731413102e-01
3.560000000000000000e+02,3.570000000000000000e+02,6.200000000000000000e+02,-3.961423037349972365e+00,-1.873446838623113786e+00,1.834869875973086373e+00
3.570000000000000000e+02,3.580000000000000000e+02,6.160000000000000000e+02,-2.203707086676940818e+00,3.631162789296145110e+00,-2.427455702619204292e+00
3.580000000000000000e+02,3.590000000000000000e+02,6.150000000000000000e+02,-2.223748615942263029e+00,-3.651204318561467321e+00,1.874952934503730795e+00
3.590000000000000000e+02,3.600000000000000000e+02,6.110000000000000000e+02,-3.901298449554006176e+00,1.973654484949724841e+00,-1.072356035395718665e+00
3.600000000000000000e+02,3.610000000000000000e+02,6.080000000000000000e+02,-3.171057585841712267e+00,-1.243413621237431377e+00,4.144712070791438108e-01
