x,y
7.610000000000000000e+02,6.450000000000000000e+02
7.610000000000000000e+02,6.440000000000000000e+02
7.610000000000000000e+02,6.430000000000000000e+02
7.610000000000000000e+02,6.420000000000000000e+02
7.610000000000000000e+02,6.410000000000000000e+02
7.610000000000000000e+02,6.400000000000000000e+02
7.610000000000000000e+02,6.390000000000000000e+02
7.610000000000000000e+02,6.380000000000000000e+02
7.610000000000000000e+02,6.370000000000000000e+02
7.620000000000000000e+02,6.360000000000000000e+02
7.620000000000000000e+02,6.350000000000000000e+02
7.630000000000000000e+02,6.340000000000000000e+02
7.630000000000000000e+02,6.330000000000000000e+02
7.640000000000000000e+02,6.320000000000000000e+02
7.640000000000000000e+02,6.310000000000000000e+02
7.650000000000000000e+02,6.300000000000000000e+02
7.650000000000000000e+02,6.290000000000000000e+02
7.650000000000000000e+02,6.280000000000000000e+02
7.660000000000000000e+02,6.270000000000000000e+02
7.660000000000000000e+02,6.260000000000000000e+02
7.660000000000000000e+02,6.250000000000000000e+02
7.670000000000000000e+02,6.240000000000000000e+02
7.670000000000000000e+02,6.230000000000000000e+02
7.680000000000000000e+02,6.220000000000000000e+02
7.680000000000000000e+02,6.210000000000000000e+02
7.680000000000000000e+02,6.200000000000000000e+02
7.690000000000000000e+02,6.190000000000000000e+02
7.690000000000000000e+02,6.180000000000000000e+02
7.700000000000000000e+02,6.170000000000000000e+02
7.700000000000000000e+02,6.160000000000000000e+02
7.700000000000000000e+02,6.150000000000000000e+02
7.700000000000000000e+02,6.140000000000000000e+02
7.700000000000000000e+02,6.130000000000000000e+02
7.710000000000000000e+02,6.120000000000000000e+02
7.710000000000000000e+02,6.110000000000000000e+02
7.710000000000000000e+02,6.100000000000000000e+02
7.720000000000000000e+02,6.090000000000000000e+02
7.720000000000000000e+02,6.080000000000000000e+02
7.730000000000000000e+02,6.070000000000000000e+02
7.730000000000000000e+02,6.060000000000000000e+02
7.740000000000000000e+02,6.050000000000000000e+02
7.740000000000000000e+02,6.040000000000000000e+02
7.750000000000000000e+02,6.030000000000000000e+02
7.750000000000000000e+02,6.020000000000000000e+02
7.760000000000000000e+02,6.010000000000000000e+02
7.770000000000000000e+02,6.000000000000000000e+02
7.780000000000000000e+02,5.990000000000000000e+02
7.790000000000000000e+02,5.980000000000000000e+02
7.790000000000000000e+02,5.970000000000000000e+02
7.800000000000000000e+02,5.960000000000000000e+02
7.800000000000000000e+02,5.950000000000000000e+02
7.800000000000000000e+02,5.940000000000000000e+02
7.810000000000000000e+02,5.930000000000000000e+02
