x_left,x_right,a,b,c,d
7.990000000000000000e+02,8.000000000000000000e+02,3.590000000000000000e+02,-9.020841040818843304e-01,0.000000000000000000e+00,-9.791589591811568349e-02
8.000000000000000000e+02,8.010000000000000000e+02,3.580000000000000000e+02,-1.195831791836231339e+00,-2.937476877543470644e-01,4.895794795905784036e-01
8.010000000000000000e+02,8.020000000000000000e+02,3.570000000000000000e+02,-3.145887285731903682e-01,1.174990751017388257e+00,-8.604020224441978337e-01
8.020000000000000000e+02,8.030000000000000000e+02,3.570000000000000000e+02,-5.458132938710074100e-01,-1.406215316315205355e+00,9.520286101862126538e-01
8.030000000000000000e+02,8.040000000000000000e+02,3.560000000000000000e+02,-5.021580959427794921e-01,1.449870514243432940e+00,-9.477124183006534475e-01
8.040000000000000000e+02,8.050000000000000000e+02,3.560000000000000000e+02,-4.455543223578739553e-01,-1.393266740658527514e+00,8.388210630164015802e-01
8.050000000000000000e+02,8.060000000000000000e+02,3.550000000000000000e+02,-7.156246146257244645e-01,1.123196448390676894e+00,-4.075718337649524847e-01
8.060000000000000000e+02,8.070000000000000000e+02,3.550000000000000000e+02,3.080527808607719797e-01,-9.951905290418047723e-02,-2.085337279565915025e-01
8.070000000000000000e+02,8.080000000000000000e+02,3.550000000000000000e+02,-5.165865088173633435e-01,-7.251202367739549848e-01,2.417067455913183283e-01
