x_left,x_right,a,b,c,d
5.280000000000000000e+02,5.290000000000000000e+02,1.480000000000000000e+02,-2.300966339425301932e+00,0.000000000000000000e+00,3.009663394253019320e-01
5.290000000000000000e+02,5.300000000000000000e+02,1.460000000000000000e+02,-1.398067321149396136e+00,9.028990182759057959e-01,-5.048316971265097708e-01
5.300000000000000000e+02,5.310000000000000000e+02,1.450000000000000000e+02,-1.106764375977113746e+00,-6.115960731036234055e-01,7.183604490807371512e-01
5.310000000000000000e+02,5.320000000000000000e+02,1.440000000000000000e+02,-1.748751749421490198e-01,1.543485274138588048e+00,-1.368610099196438945e+00
5.320000000000000000e+02,5.330000000000000000e+02,1.440000000000000000e+02,-1.193734924254290064e+00,-2.562345023450729009e+00,2.756079947705019517e+00
5.330000000000000000e+02,5.340000000000000000e+02,1.430000000000000000e+02,1.949814871959308249e+00,5.705894819664328210e+00,-8.655709691623636459e+00
5.340000000000000000e+02,5.350000000000000000e+02,1.420000000000000000e+02,-1.260552456358294648e+01,-2.026123425520658117e+01,1.386675881878952588e+01
5.350000000000000000e+02,5.360000000000000000e+02,1.230000000000000000e+02,-1.152771661762752764e+01,2.133904220116199824e+01,-1.081132558353446882e+01
5.360000000000000000e+02,5.370000000000000000e+02,1.220000000000000000e+02,-1.283608965906940291e+00,-1.109493454944141000e+01,5.378543515348350290e+00
5.370000000000000000e+02,5.380000000000000000e+02,1.150000000000000000e+02,-7.337847518744708530e+00,5.040695996603639983e+00,-2.702848477858931009e+00
5.380000000000000000e+02,5.390000000000000000e+02,1.100000000000000000e+02,-5.365000959114222923e+00,-3.067849436973154376e+00,2.432850396087377298e+00
5.390000000000000000e+02,5.400000000000000000e+02,1.040000000000000000e+02,-4.202148644798398891e+00,4.230701751288977519e+00,-2.028553106490579072e+00
5.400000000000000000e+02,5.410000000000000000e+02,1.020000000000000000e+02,-1.826404461692180403e+00,-1.854957568182759031e+00,6.813620298749394344e-01
5.410000000000000000e+02,5.420000000000000000e+02,9.900000000000000000e+01,-3.492233508432879940e+00,1.891285214420594107e-01,3.031049869908207239e-01
5.420000000000000000e+02,5.430000000000000000e+02,9.600000000000000000e+01,-2.204661504576299169e+00,1.098443482414521499e+00,-8.937819778382222191e-01
5.430000000000000000e+02,5.440000000000000000e+02,9.400000000000000000e+01,-2.689120473261922495e+00,-1.582902451100145047e+00,1.272022924362067764e+00
5.440000000000000000e+02,5.450000000000000000e+02,9.100000000000000000e+01,-2.038856602376009519e+00,2.233166321986058023e+00,-1.194309719610048282e+00
5.450000000000000000e+02,5.460000000000000000e+02,9.000000000000000000e+01,-1.155453117234038540e+00,-1.349762836844086600e+00,5.052159540781250291e-01
5.460000000000000000e+02,5.470000000000000000e+02,8.800000000000000000e+01,-2.339330928687836320e+00,1.658850253902886263e-01,1.734459032975478321e-01
5.470000000000000000e+02,5.480000000000000000e+02,8.600000000000000000e+01,-1.487223168014615515e+00,6.862227352829320948e-01,-1.989995672683164685e-01
5.480000000000000000e+02,5.490000000000000000e+02,8.500000000000000000e+01,-7.117763992537009532e-01,8.922403347798266160e-02,-3.774476342242817917e-01
5.490000000000000000e+02,5.500000000000000000e+02,8.400000000000000000e+01,-1.665671234970580672e+00,-1.043118869194862741e+00,7.087901041654435241e-01
5.500000000000000000e+02,5.510000000000000000e+02,8.200000000000000000e+01,-1.625538660863975693e+00,1.083251443301467720e+00,-4.577127824374920828e-01
5.510000000000000000e+02,5.520000000000000000e+02,8.100000000000000000e+01,-8.321741215735164454e-01,-2.898869040110085837e-01,1.220610255845250292e-01
5.520000000000000000e+02,5.530000000000000000e+02,8.000000000000000000e+01,-1.045764852841958525e+00,7.629617274256653148e-02,-3.053131990060801992e-02
5.530000000000000000e+02,5.540000000000000000e+02,7.900000000000000000e+01,-9.847664670586495639e-01,-1.529778695925753176e-02,6.425401790704475546e-05
5.540000000000000000e+02,5.550000000000000000e+02,7.800000000000000000e+01,-1.015169278923443441e+00,-1.510502490553639748e-02,3.027430382897984204e-02
5.550000000000000000e+02,5.560000000000000000e+02,7.700000000000000000e+01,-9.545564172475766718e-01,7.571788658140311823e-02,-1.211614693338263909e-01
5.560000000000000000e+02,5.570000000000000000e+02,7.600000000000000000e+01,-1.166605052086249650e+00,-2.877665214200760824e-01,4.543715735063257877e-01
5.570000000000000000e+02,5.580000000000000000e+02,7.500000000000000000e+01,-3.790233744074247846e-01,1.075348199098901114e+00,-6.963248246914762740e-01
5.580000000000000000e+02,5.590000000000000000e+02,7.500000000000000000e+01,-3.173014502840514339e-01,-1.013626274975527819e+00,3.309277252595791974e-01
5.590000000000000000e+02,5.600000000000000000e+02,7.400000000000000000e+01,-1.351770824456369313e+00,-2.084309919679019907e-02,3.726139236531595955e-01
5.600000000000000000e+02,5.610000000000000000e+02,7.300000000000000000e+01,-2.756152518904710913e-01,1.096998671762688504e+00,-8.213834198722174129e-01
