x_left,x_right,a,b,c,d
4.040000000000000000e+02,4.050000000000000000e+02,3.620000000000000000e+02,-5.292306326590852095e+00,0.000000000000000000e+00,2.923063265908522612e-01
4.050000000000000000e+02,4.060000000000000000e+02,3.570000000000000000e+02,-4.415387346818295811e+00,8.769189797725568392e-01,-4.615316329542614171e-01
4.060000000000000000e+02,4.070000000000000000e+02,3.530000000000000000e+02,-4.046144286135966439e+00,-5.076759190902274677e-01,5.538202052261934627e-01
4.070000000000000000e+02,4.080000000000000000e+02,3.490000000000000000e+02,-3.400035508637840653e+00,1.153784696588352920e+00,-7.537491879505123782e-01
4.080000000000000000e+02,4.090000000000000000e+02,3.460000000000000000e+02,-3.353713679312671836e+00,-1.107462867263184103e+00,4.611765465758558835e-01
4.090000000000000000e+02,4.100000000000000000e+02,3.420000000000000000e+02,-4.185109774111472447e+00,2.760667724643834364e-01,-9.095699835291098934e-02
4.100000000000000000e+02,4.110000000000000000e+02,3.380000000000000000e+02,-3.905847224241438376e+00,3.195777405650459310e-03,-9.734855316421191229e-02
4.110000000000000000e+02,4.120000000000000000e+02,3.340000000000000000e+02,-4.191501328922773162e+00,-2.888498820869852546e-01,4.803512110097585830e-01
4.120000000000000000e+02,4.130000000000000000e+02,3.300000000000000000e+02,-3.328147460067468089e+00,1.152203750942290661e+00,-8.240562908748225723e-01
4.130000000000000000e+02,4.140000000000000000e+02,3.270000000000000000e+02,-3.495908830807354484e+00,-1.319965121682177056e+00,8.158739524895316508e-01
4.140000000000000000e+02,4.150000000000000000e+02,3.230000000000000000e+02,-3.688217216703113976e+00,1.127656735786418007e+00,-4.394395190833041975e-01
4.150000000000000000e+02,4.160000000000000000e+02,3.200000000000000000e+02,-2.751222302380190499e+00,-1.906618214634946129e-01,-5.811587615631496478e-02
4.160000000000000000e+02,4.170000000000000000e+02,3.170000000000000000e+02,-3.306893573776124473e+00,-3.650094499324395003e-01,6.719030237085640289e-01
4.170000000000000000e+02,4.180000000000000000e+02,3.140000000000000000e+02,-2.021203402515311609e+00,1.650699621193252531e+00,-1.629496218677940922e+00
4.180000000000000000e+02,4.190000000000000000e+02,3.120000000000000000e+02,-3.608292816162629535e+00,-3.237789034840570235e+00,1.846081851003199548e+00
4.190000000000000000e+02,4.200000000000000000e+02,3.070000000000000000e+02,-4.545625332834171139e+00,2.300456518169029074e+00,-7.548311853348580458e-01
4.200000000000000000e+02,4.210000000000000000e+02,3.040000000000000000e+02,-2.209205852500687239e+00,3.596296216445492300e-02,1.732428903362321915e-01
4.210000000000000000e+02,4.220000000000000000e+02,3.020000000000000000e+02,-1.617551257163080791e+00,5.556916331731515113e-01,-9.381403760100708311e-01
4.220000000000000000e+02,4.230000000000000000e+02,3.000000000000000000e+02,-3.320589118846990484e+00,-2.258729494857060871e+00,1.579318613704051133e+00
4.230000000000000000e+02,4.240000000000000000e+02,2.960000000000000000e+02,-3.100092267448959049e+00,2.479226346255092750e+00,-1.379134078806133923e+00
4.240000000000000000e+02,4.250000000000000000e+02,2.940000000000000000e+02,-2.279041811357175540e+00,-1.658175890163309241e+00,9.372177015204847805e-01
4.250000000000000000e+02,4.260000000000000000e+02,2.910000000000000000e+02,-2.783740487122339680e+00,1.153477214398145323e+00,-3.697367272758058099e-01
4.260000000000000000e+02,4.270000000000000000e+02,2.890000000000000000e+02,-1.585996240153466408e+00,4.426703257072791414e-02,-4.582707924172615965e-01
4.270000000000000000e+02,4.280000000000000000e+02,2.870000000000000000e+02,-2.872274552263795133e+00,-1.330545344681056896e+00,1.202819896944851807e+00
4.280000000000000000e+02,4.290000000000000000e+02,2.840000000000000000e+02,-1.924905550791353281e+00,2.277914346153498748e+00,-1.353008795362145245e+00
4.290000000000000000e+02,4.300000000000000000e+02,2.830000000000000000e+02,-1.428103244570791741e+00,-1.781112039932936986e+00,1.209215284503728727e+00
4.300000000000000000e+02,4.310000000000000000e+02,2.810000000000000000e+02,-1.362681470925479532e+00,1.846533813578249639e+00,-1.483852342652770107e+00
4.310000000000000000e+02,4.320000000000000000e+02,2.800000000000000000e+02,-2.121170871727290574e+00,-2.605023214380060903e+00,1.726194086107351700e+00
4.320000000000000000e+02,4.330000000000000000e+02,2.770000000000000000e+02,-2.152635042165357504e+00,2.573559043941993973e+00,-1.420924001776636247e+00
4.330000000000000000e+02,4.340000000000000000e+02,2.760000000000000000e+02,-1.268288959611278521e+00,-1.689212961387914991e+00,9.575019209991936231e-01
4.340000000000000000e+02,4.350000000000000000e+02,2.740000000000000000e+02,-1.774209119389527523e+00,1.183292801609665990e+00,-4.090836822201383005e-01
4.350000000000000000e+02,4.360000000000000000e+02,2.730000000000000000e+02,-6.348745628306105004e-01,-4.395824505074893279e-02,-3.211671921186404766e-01
4.360000000000000000e+02,4.370000000000000000e+02,2.720000000000000000e+02,-1.686292629288030032e+00,-1.007459821406670342e+00,6.937524506947004843e-01
4.370000000000000000e+02,4.380000000000000000e+02,2.700000000000000000e+02,-1.619954920017269595e+00,1.073797530677430778e+00,-4.538426106601611831e-01
4.380000000000000000e+02,4.390000000000000000e+02,2.690000000000000000e+02,-8.338876906428914770e-01,-2.877303013030527157e-01,1.216179919459442343e-01
4.390000000000000000e+02,4.400000000000000000e+02,2.680000000000000000e+02,-1.044494317411164275e+00,7.712367453477998736e-02,-3.262935712361576812e-02
4.400000000000000000e+02,4.410000000000000000e+02,2.670000000000000000e+02,-9.881350397124515350e-01,-2.076439683606731701e-02,8.899436548518860693e-03
4.410000000000000000e+02,4.420000000000000000e+02,2.660000000000000000e+02,-1.002965523739029585e+00,5.933912809489266804e-03,-2.968389070459673349e-03
4.420000000000000000e+02,4.430000000000000000e+02,2.650000000000000000e+02,-1.000002865331430124e+00,-2.971254401889753677e-03,2.974119733319834005e-03
4.430000000000000000e+02,4.440000000000000000e+02,2.640000000000000000e+02,-9.970230149352501403e-01,5.951104798069747036e-03,-8.928089862819661368e-03
4.440000000000000000e+02,4.450000000000000000e+02,2.630000000000000000e+02,-1.011905074927569537e+00,-2.083316479038923447e-02,3.273823971795880583e-02
4.450000000000000000e+02,4.460000000000000000e+02,2.620000000000000000e+02,-9.553566853544716020e-01,7.738155436348718996e-02,-1.220248690090155602e-01
4.460000000000000000e+02,4.470000000000000000e+02,2.610000000000000000e+02,-1.166668183654543833e+00,-2.886930526635594907e-01,4.553612363181033795e-01
4.470000000000000000e+02,4.480000000000000000e+02,2.600000000000000000e+02,-3.779705800273525096e-01,1.077390656290750703e+00,-6.994200762633981938e-01
4.480000000000000000e+02,4.490000000000000000e+02,2.600000000000000000e+02,-3.214494962360455732e-01,-1.020869572499443878e+00,3.423190687354895068e-01
4.490000000000000000e+02,4.500000000000000000e+02,2.590000000000000000e+02,-1.336231435028464754e+00,6.087633707024643105e-03,3.301438013214401668e-01
4.500000000000000000e+02,4.510000000000000000e+02,2.580000000000000000e+02,-3.336247636500949132e-01,9.965190376713451981e-01,-6.628942740212502294e-01
4.510000000000000000e+02,4.520000000000000000e+02,2.580000000000000000e+02,-3.292695103711552607e-01,-9.921637843924054900e-01,3.214332947635606952e-01
4.520000000000000000e+02,4.530000000000000000e+02,2.570000000000000000e+02,-1.349297194865284100e+00,-2.786390010172333856e-02,3.771610949670073931e-01
4.530000000000000000e+02,4.540000000000000000e+02,2.560000000000000000e+02,-2.735417101677086182e-01,1.103619384799298775e+00,-8.300776746315902122e-01
4.540000000000000000e+02,4.550000000000000000e+02,2.560000000000000000e+02,-5.565359644638816494e-01,-1.386613639095471751e+00,9.431496035593532890e-01
4.550000000000000000e+02,4.560000000000000000e+02,2.550000000000000000e+02,-5.003144319767650616e-01,1.442835171582588449e+00,-9.425207396058233877e-01
4.560000000000000000e+02,4.570000000000000000e+02,2.550000000000000000e+02,-4.422063076290582151e-01,-1.384727047234881603e+00,8.269333548639398179e-01
4.570000000000000000e+02,4.580000000000000000e+02,2.540000000000000000e+02,-7.308603375070020780e-01,1.096073017356937962e+00,-3.652126798499359395e-01
4.580000000000000000e+02,4.590000000000000000e+02,2.540000000000000000e+02,3.656476576570661385e-01,4.349778071301406836e-04,-3.660826354641962266e-01
4.590000000000000000e+02,4.600000000000000000e+02,2.540000000000000000e+02,-7.317302931212625872e-01,-1.097812928585458536e+00,8.295432217067210123e-01
4.600000000000000000e+02,4.610000000000000000e+02,2.530000000000000000e+02,-4.387264851720164560e-01,1.390816736534704612e+00,-9.520902513626881003e-01
4.610000000000000000e+02,4.620000000000000000e+02,2.530000000000000000e+02,-5.133637661906718108e-01,-1.465454017553359911e+00,9.788177837440317219e-01
4.620000000000000000e+02,4.630000000000000000e+02,2.520000000000000000e+02,-5.078184500652965783e-01,1.470999333678735033e+00,-9.631808836134384544e-01
4.630000000000000000e+02,4.640000000000000000e+02,2.520000000000000000e+02,-4.553624335481417651e-01,-1.418543317161580442e+00,8.739057507097222066e-01
4.640000000000000000e+02,4.650000000000000000e+02,2.510000000000000000e+02,-6.707318157421359173e-01,1.203173934967586289e+00,-5.324421192254504831e-01
